seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	170814559	170814609	51	*	X22006	4869	170814708	170837888	23181	+	98	upstream	98	NPM1
chr5	170814559	170814609	51	*	X22006	100500831	170813660	170813764	105	-	794	upstream	794	MIR3912
chr5	170814780	170814873	94	*	X22007	4869	170814708	170837888	23181	+	0	inside	71	NPM1
chr5	170814780	170814873	94	*	X22007	100500831	170813660	170813764	105	-	1015	upstream	1015	MIR3912
chr5	170815039	170815278	240	*	X22008	100500831	170813660	170813764	105	-	1274	upstream	1274	MIR3912
chr5	170815504	170815698	195	*	X22009	100500831	170813660	170813764	105	-	1739	upstream	1739	MIR3912
chr5	170846513	170846617	105	*	X22011	8817	170846667	170884630	37964	+	49	upstream	49	FGF18
chr5	171615161	171615295	135	*	X22017	6793	171469074	171615346	146273	-	0	inside	50	STK10
chr5	171710376	171710835	460	*	X22019	92181	171636650	171710795	74146	-	0	overlapStart	0	UBTD2
chr5	171711216	171711380	165	*	X22020	92181	171636650	171710795	74146	-	420	upstream	420	UBTD2
chr5	171711441	171711590	150	*	X22021	92181	171636650	171710795	74146	-	645	upstream	645	UBTD2
chr5	171881039	171881428	390	*	X22022	285590	171760503	171881527	121025	-	0	inside	98	SH3PXD2B
chr5	171881452	171881661	210	*	X22023	285590	171760503	171881527	121025	-	0	overlapStart	0	SH3PXD2B
chr5	172198410	172198454	45	*	X22024	1843	172195093	172198203	3111	-	206	upstream	206	DUSP1
chr5	172198530	172198634	105	*	X22025	1843	172195093	172198203	3111	-	326	upstream	326	DUSP1
chr5	172260781	172261019	239	*	X22027	57222	172261223	172379688	118466	+	203	upstream	203	ERGIC1
chr5	172261305	172261739	435	*	X22028	57222	172261223	172379688	118466	+	0	inside	81	ERGIC1
chr5	172385822	172385941	120	*	X22030	51121	172386439	172396774	10336	+	497	upstream	497	RPL26L1
chr5	172571739	172571963	225	*	X22033	662	172571445	172591390	19946	+	0	inside	293	BNIP1
chr5	172756626	172756814	189	*	X22036	8614	172741726	172756506	14781	-	119	upstream	119	STC2
chr5	172757106	172757225	120	*	X22037	8614	172741726	172756506	14781	-	599	upstream	599	STC2
chr5	173043888	173043911	24	*	X22038	91272	173034148	173043666	9519	-	221	upstream	221	BOD1
chr5	173400000	173400104	105	*	X22043	133491	173400785	173433143	32359	+	680	upstream	680	C5orf47
chr5	175084716	175084835	120	*	X22048	3274	175085040	175113245	28206	+	204	upstream	204	HRH2
chr5	175085181	175085300	120	*	X22049	3274	175085040	175113245	28206	+	0	inside	140	HRH2
chr5	175626500	175626604	105	*	X22054	643201	175570088	175626298	56211	-	201	upstream	201	LOC643201
chr5	175792434	175792553	120	*	X22056	285598	175792502	175800503	8002	+	0	overlapStart	0	ARL10
chr5	175815023	175815142	120	*	X22058	192286	175815784	175816751	968	+	641	upstream	641	HIGD2A
chr5	175816088	175816237	150	*	X22059	51491	175810940	175815763	4824	-	324	upstream	324	NOP16
chr5	175843620	175843724	105	*	X22060	1212	175819456	175843570	24115	-	49	upstream	49	CLTB
chr5	175874432	175874536	105	*	X22061	23197	175875356	175937075	61720	+	819	upstream	819	FAF2
chr5	175875505	175875624	120	*	X22062	23197	175875356	175937075	61720	+	0	inside	148	FAF2
chr5	176037462	176037776	315	*	X22067	114787	176022803	176037131	14329	-	330	upstream	330	GPRIN1
chr5	176037837	176037941	105	*	X22068	114787	176022803	176037131	14329	-	705	upstream	705	GPRIN1
chr5	176057599	176057733	135	*	X22072	253314	176057683	176073642	15960	+	0	overlapStart	0	EIF4E1B
chr5	176057599	176057733	135	*	X22072	100422962	176056440	176056501	62	-	1097	upstream	1097	MIR4281
chr5	176057599	176057733	135	*	X22072	6620	176047210	176057557	10348	-	41	upstream	41	SNCB
chr5	176074354	176074563	210	*	X22073	26262	176074388	176086059	11672	+	0	overlapStart	0	TSPAN17
chr5	176236377	176236511	135	*	X22076	90249	176237560	176307899	70340	+	1048	upstream	1048	UNC5A
chr5	176237322	176237441	120	*	X22077	90249	176237560	176307899	70340	+	118	upstream	118	UNC5A
chr5	176433698	176433832	135	*	X22082	51720	176332006	176433795	101790	-	0	overlapStart	0	UIMC1
chr5	176513572	176513961	390	*	X22083	2264	176513921	176525126	11206	+	0	overlapStart	0	FGFR4
chr5	176514157	176514276	120	*	X22084	2264	176513921	176525126	11206	+	0	inside	235	FGFR4
chr5	176729675	176729761	87	*	X22087	27166	176730763	176733960	3198	+	1001	upstream	1001	PRELID1
chr5	176730047	176730166	120	*	X22088	27166	176730763	176733960	3198	+	596	upstream	596	PRELID1
chr5	176738867	176739046	180	*	X22090	83463	176732501	176739292	6792	-	0	inside	245	MXD3
chr5	176739479	176739583	105	*	X22091	83463	176732501	176739292	6792	-	186	upstream	186	MXD3
chr5	176740184	176740273	90	*	X22092	83463	176732501	176739292	6792	-	891	upstream	891	MXD3
chr5	176853609	176853743	135	*	X22100	2870	176853687	176869850	16164	+	0	overlapStart	0	GRK6
chr5	176873212	176873316	105	*	X22102	80758	176873796	176883287	9492	+	479	upstream	479	PRR7
chr5	176900640	176901192	553	*	X22106	1627	176883614	176900694	17081	-	0	overlapStart	0	DBN1
chr5	176925034	176925183	150	*	X22113	9260	176910395	176924602	14208	-	431	upstream	431	PDLIM7
chr5	176925293	176925378	86	*	X22114	9260	176910395	176924602	14208	-	690	upstream	690	PDLIM7
chr5	176943578	176943712	135	*	X22115	51428	176938578	176943967	5390	-	0	inside	254	DDX41
chr5	177026115	177026134	20	*	X22119	11285	177027119	177037346	10228	+	984	upstream	984	B4GALT7
chr5	177027370	177027489	120	*	X22120	11285	177027119	177037346	10228	+	0	inside	250	B4GALT7
chr5	177099192	177099281	90	*	X22121	202181	177045501	177099278	53778	-	0	overlapStart	0	LOC202181
chr5	177434124	177434219	96	*	X22127	653316	177433967	177476088	42122	+	0	inside	156	FAM153CP
chr5	177540784	177540993	210	*	X22128	23138	177540556	177553107	12552	+	0	inside	227	N4BP3
chr5	177631001	177631105	105	*	X22132	3182	177631508	177638184	6677	+	402	upstream	402	HNRNPAB
chr5	177631721	177631825	105	*	X22133	3182	177631508	177638184	6677	+	0	inside	212	HNRNPAB
chr5	177659375	177659509	135	*	X22135	85007	177635540	177659803	24264	-	0	inside	293	PHYKPL
chr5	178017490	178017684	195	*	X22136	91522	177664617	178017556	352940	-	0	overlapStart	0	COL23A1
chr5	178157928	178158032	105	*	X22138	6940	178138522	178157703	19182	-	224	upstream	224	ZNF354A
chr5	178772436	178772765	330	*	X22140	9509	178537852	178772431	234580	-	4	upstream	4	ADAMTS2
chr5	178977463	178977537	75	*	X22141	80230	178977562	179037027	59466	+	24	upstream	24	RUFY1
chr5	179159905	179159994	90	*	X22148	9794	179159851	179223512	63662	+	0	inside	53	MAML1
chr5	179232898	179233032	135	*	X22153	8878	179233388	179265077	31690	+	355	upstream	355	SQSTM1
chr5	179233310	179233459	150	*	X22154	8878	179233388	179265077	31690	+	0	overlapStart	0	SQSTM1
chr5	179233670	179233804	135	*	X22155	8878	179233388	179265077	31690	+	0	inside	281	SQSTM1
chr5	179233670	179233804	135	*	X22155	11282	179224598	179233952	9355	-	0	inside	147	MGAT4B
chr5	179233880	179234239	360	*	X22156	11282	179224598	179233952	9355	-	0	overlapStart	0	MGAT4B
chr5	179234488	179234622	135	*	X22157	11282	179224598	179233952	9355	-	535	upstream	535	MGAT4B
chr5	179334368	179334652	285	*	X22163	23061	179289071	179334856	45786	-	0	inside	203	TBC1D9B
chr5	179635769	179635948	180	*	X22167	255426	179527795	179636130	108336	-	0	inside	181	RASGEF1C
chr5	179719648	179719767	120	*	X22170	5601	179660595	179719071	58477	-	576	upstream	576	MAPK9
chr5	179720503	179720573	71	*	X22171	5601	179660595	179719071	58477	-	1431	upstream	1431	MAPK9
chr5	179780371	179780490	120	*	X22173	9945	179727700	179780315	52616	-	55	upstream	55	GFPT2
chr5	179780970	179781104	135	*	X22174	9945	179727700	179780315	52616	-	654	upstream	654	GFPT2
chr5	179921227	179921301	75	*	X22176	57472	179921417	180005353	83937	+	115	upstream	115	CNOT6
chr5	179921497	179921661	165	*	X22177	57472	179921417	180005353	83937	+	0	inside	79	CNOT6
chr5	180076206	180076325	120	*	X22179	2324	180028506	180076624	48119	-	0	inside	298	FLT4
chr5	180076624	180076743	120	*	X22180	2324	180028506	180076624	48119	-	0	overlapStart	0	FLT4
chr5	180077196	180077375	180	*	X22181	2324	180028506	180076624	48119	-	571	upstream	571	FLT4
chr5	180077466	180077570	105	*	X22182	2324	180028506	180076624	48119	-	841	upstream	841	FLT4
chr5	180077826	180077867	42	*	X22183	2324	180028506	180076624	48119	-	1201	upstream	1201	FLT4
chr5	180257893	180258012	120	*	X22191	729678	180257957	180262726	4770	+	0	overlapStart	0	LINC00847
chr5	180288339	180288548	210	*	X22193	643836	180274611	180288286	13676	-	52	upstream	52	ZFP62
chr5	180288579	180288853	275	*	X22194	643836	180274611	180288286	13676	-	292	upstream	292	ZFP62
chr5	180632274	180632378	105	*	X22206	81786	180620924	180632177	11254	-	96	upstream	96	TRIM7
chr5	180632679	180632783	105	*	X22207	81786	180620924	180632177	11254	-	501	upstream	501	TRIM7
chr5	180650665	180650784	120	*	X22211	100616342	180649566	180649633	68	-	1031	upstream	1031	MIR4638
chr5	180650800	180650994	195	*	X22212	100616342	180649566	180649633	68	-	1166	upstream	1166	MIR4638
chr5	180651160	180651309	150	*	X22213	100616342	180649566	180649633	68	-	1526	upstream	1526	MIR4638
chr5	180651400	180651504	105	*	X22214	100616342	180649566	180649633	68	-	1766	upstream	1766	MIR4638
chr5	180688225	180688329	105	*	X22217	100507602	180688213	180699308	11096	+	0	inside	11	TRIM52-AS1
chr5	180688225	180688329	105	*	X22217	84851	180683386	180688119	4734	-	105	upstream	105	TRIM52
chr5	180688450	180688629	180	*	X22218	100507602	180688213	180699308	11096	+	0	inside	236	TRIM52-AS1
chr5	180688450	180688629	180	*	X22218	84851	180683386	180688119	4734	-	330	upstream	330	TRIM52
chr6	292344	292478	135	*	X22220	56940	292101	351355	59255	+	0	inside	242	DUSP22
chr6	391284	391373	90	*	X22222	3662	391739	411443	19705	+	365	upstream	365	IRF4
chr6	391449	391733	285	*	X22223	3662	391739	411443	19705	+	5	upstream	5	IRF4
chr6	692769	692948	180	*	X22224	55770	485138	693141	208004	-	0	inside	192	EXOC2
chr6	693729	693864	136	*	X22225	55770	485138	693141	208004	-	587	upstream	587	EXOC2
chr6	1312195	1312269	75	*	X22226	94234	1312675	1314993	2319	+	405	upstream	405	FOXQ1
chr6	1389402	1389596	195	*	X22230	2295	1390069	1395832	5764	+	472	upstream	472	FOXF2
chr6	1389657	1389746	90	*	X22231	2295	1390069	1395832	5764	+	322	upstream	322	FOXF2
chr6	1609227	1609331	105	*	X22233	2296	1610681	1614129	3449	+	1349	upstream	1349	FOXC1
chr6	1609617	1609781	165	*	X22234	2296	1610681	1614129	3449	+	899	upstream	899	FOXC1
chr6	1609857	1610021	165	*	X22235	2296	1610681	1614129	3449	+	659	upstream	659	FOXC1
chr6	1610175	1610264	90	*	X22236	2296	1610681	1614129	3449	+	416	upstream	416	FOXC1
chr6	2245806	2245925	120	*	X22240	100508120	2245987	2481403	235417	+	61	upstream	61	GMDS-DT
chr6	2245806	2245925	120	*	X22240	2762	1624035	2245868	621834	-	0	overlapStart	0	GMDS
chr6	2765316	2765377	62	*	X22241	56897	2765666	2785979	20314	+	288	upstream	288	WRNIP1
chr6	2841914	2842048	135	*	X22246	1992	2832566	2842283	9718	-	0	inside	234	SERPINB1
chr6	2876331	2876458	128	*	X22248	221756	2854891	2876744	21854	-	0	inside	285	SERPINB9P1
chr6	3158319	3158543	225	*	X22261	7280	3153902	3157783	3882	-	535	upstream	535	TUBB2A
chr6	3228099	3228293	195	*	X22265	347733	3224495	3227968	3474	-	130	upstream	130	TUBB2B
chr6	3258864	3258998	135	*	X22268	389362	3259162	3268300	9139	+	163	upstream	163	PSMG4
chr6	3259419	3259553	135	*	X22269	389362	3259162	3268300	9139	+	0	inside	256	PSMG4
chr6	3457269	3457403	135	*	X22273	63027	3269207	3456793	187587	-	475	upstream	475	SLC22A23
chr6	3457644	3457733	90	*	X22274	63027	3269207	3456793	187587	-	850	upstream	850	SLC22A23
chr6	3457959	3458093	135	*	X22275	63027	3269207	3456793	187587	-	1165	upstream	1165	SLC22A23
chr6	3752798	3752954	157	*	X22279	221749	3722836	3752246	29411	-	551	upstream	551	PXDC1
chr6	4021812	4021916	105	*	X22281	8899	4021569	4065217	43649	+	0	inside	242	PRPF4B
chr6	4135793	4135901	109	*	X22282	10455	4115927	4135831	19905	-	0	overlapStart	0	ECI2
chr6	4136037	4136107	71	*	X22283	10455	4115927	4135831	19905	-	205	upstream	205	ECI2
chr6	4136119	4136388	270	*	X22284	10455	4115927	4135831	19905	-	287	upstream	287	ECI2
chr6	4136464	4136538	75	*	X22285	10455	4115927	4135831	19905	-	632	upstream	632	ECI2
chr6	5003941	5004030	90	*	X22296	10799	4995280	5004271	8992	-	0	inside	240	RPP40
chr6	5004211	5004330	120	*	X22297	10799	4995280	5004271	8992	-	0	overlapStart	0	RPP40
chr6	5260748	5260882	135	*	X22300	10667	5261277	5771816	510540	+	394	upstream	394	FARS2
chr6	5260748	5260882	135	*	X22300	57128	5108653	5261172	152520	-	0	inside	289	LYRM4
chr6	5261168	5261227	60	*	X22301	10667	5261277	5771816	510540	+	49	upstream	49	FARS2
chr6	5261168	5261227	60	*	X22301	57128	5108653	5261172	152520	-	0	overlapStart	0	LYRM4
chr6	6007389	6007538	150	*	X22307	51299	5998233	6007633	9401	-	0	inside	94	NRN1
chr6	6007614	6007718	105	*	X22308	51299	5998233	6007633	9401	-	0	overlapStart	0	NRN1
chr6	6008760	6008879	120	*	X22309	51299	5998233	6007633	9401	-	1126	upstream	1126	NRN1
chr6	6009045	6009284	240	*	X22310	51299	5998233	6007633	9401	-	1411	upstream	1411	NRN1
chr6	7107780	7107944	165	*	X22314	6239	7107830	7252213	144384	+	0	overlapStart	0	RREB1
chr6	7108020	7108154	135	*	X22315	6239	7107830	7252213	144384	+	0	inside	189	RREB1
chr6	7541614	7541688	75	*	X22327	1832	7541870	7586946	45077	+	181	upstream	181	DSP
chr6	7726203	7726299	97	*	X22330	654	7727011	7881961	154951	+	711	upstream	711	BMP6
chr6	7911003	7911137	135	*	X22333	81567	7881483	7911047	29565	-	0	overlapStart	0	TXNDC5
chr6	8102928	8103002	75	*	X22334	100526837	8013800	8102828	89029	-	99	upstream	99	EEF1E1-BLOC1S5
chr6	8102928	8103002	75	*	X22334	9521	8073593	8102828	29236	-	99	upstream	99	EEF1E1
chr6	10694634	10694738	105	*	X22340	55003	10695188	10709970	14783	+	449	upstream	449	PAK1IP1
chr6	10694634	10694738	105	*	X22340	347744	10671651	10695030	23380	-	0	inside	291	C6orf52
chr6	10747749	10747913	165	*	X22341	221711	10747995	10974541	226547	+	81	upstream	81	SYCP2L
chr6	10747749	10747913	165	*	X22341	81853	10747995	10852986	104992	+	81	upstream	81	TMEM14B
chr6	10838469	10838543	75	*	X22343	4117	10762956	10838788	75833	-	0	inside	244	MAK
chr6	11044179	11044298	120	*	X22346	100506409	11043991	11079377	35387	+	0	inside	187	ELOVL2-AS1
chr6	11044501	11044635	135	*	X22347	54898	10980993	11044624	63632	-	0	overlapStart	0	ELOVL2
chr6	11045064	11045198	135	*	X22348	54898	10980993	11044624	63632	-	439	upstream	439	ELOVL2
chr6	11537925	11538089	165	*	X22349	100113407	11538460	11583757	45298	+	370	upstream	370	TMEM170B
chr6	13328858	13328962	105	*	X22355	51256	13266774	13328787	62014	-	70	upstream	70	TBC1D7
chr6	13487856	13487925	70	*	X22358	54438	13363587	13487869	124283	-	0	overlapStart	0	GFOD1
chr6	13487984	13488125	142	*	X22359	54438	13363587	13487869	124283	-	114	upstream	114	GFOD1
chr6	13488516	13488609	94	*	X22360	54438	13363587	13487869	124283	-	646	upstream	646	GFOD1
chr6	13574331	13574405	75	*	X22361	23408	13574761	13615390	40630	+	355	upstream	355	SIRT5
chr6	13574746	13574895	150	*	X22362	23408	13574761	13615390	40630	+	0	overlapStart	0	SIRT5
chr6	13574986	13575120	135	*	X22363	23408	13574761	13615390	40630	+	0	inside	224	SIRT5
chr6	13614556	13614645	90	*	X22364	51406	13615559	13621127	5569	+	913	upstream	913	NOL7
chr6	13711424	13711573	150	*	X22365	10048	13621730	13711796	90067	-	0	inside	222	RANBP9
chr6	13712084	13712233	150	*	X22366	10048	13621730	13711796	90067	-	287	upstream	287	RANBP9
chr6	13814807	13814911	105	*	X22368	63933	13786781	13814792	28012	-	14	upstream	14	MCUR1
chr6	16129203	16129457	255	*	X22379	29116	16129317	16148478	19162	+	0	overlapStart	0	MYLIP
chr6	16239044	16239148	105	*	X22382	2766	16238811	16295780	56970	+	0	inside	232	GMPR
chr6	16761448	16761672	225	*	X22387	6310	16299343	16761721	462379	-	0	inside	48	ATXN1
chr6	16761700	16761834	135	*	X22388	6310	16299343	16761721	462379	-	0	overlapStart	0	ATXN1
chr6	16761898	16761987	90	*	X22389	6310	16299343	16761721	462379	-	176	upstream	176	ATXN1
chr6	16762063	16762212	150	*	X22390	6310	16299343	16761721	462379	-	341	upstream	341	ATXN1
chr6	16762750	16762839	90	*	X22391	6310	16299343	16761721	462379	-	1028	upstream	1028	ATXN1
chr6	16763485	16763604	120	*	X22392	6310	16299343	16761721	462379	-	1763	upstream	1763	ATXN1
chr6	17281123	17281392	270	*	X22394	221662	17281809	17294099	12291	+	416	upstream	416	RBM24
chr6	17394003	17394497	495	*	X22397	10486	17393736	17558023	164288	+	0	inside	266	CAP2
chr6	17600556	17600690	135	*	X22398	51439	17600518	17611950	11433	+	0	inside	37	FAM8A1
chr6	17706970	17707074	105	*	X22401	9972	17615266	17707065	91800	-	0	overlapStart	0	NUP153
chr6	18155324	18155382	59	*	X22403	221656	18155619	18224084	68466	+	236	upstream	236	KDM1B
chr6	18155324	18155382	59	*	X22403	7172	18128545	18155374	26830	-	0	overlapStart	0	TPMT
chr6	18264835	18265104	270	*	X22405	7913	18224400	18264799	40400	-	35	upstream	35	DEK
chr6	18265318	18265437	120	*	X22406	7913	18224400	18264799	40400	-	518	upstream	518	DEK
chr6	19837170	19837304	135	*	X22410	3400	19837601	19842431	4831	+	296	upstream	296	ID4
chr6	20212909	20213058	150	*	X22411	154141	20099916	20212695	112780	-	213	upstream	213	MBOAT1
chr6	21664371	21664460	90	*	X22421	401237	21665003	22214734	549732	+	542	upstream	542	CASC15
chr6	21665046	21665255	210	*	X22422	401237	21665003	22214734	549732	+	0	inside	42	CASC15
chr6	24494881	24494985	105	*	X22425	7915	24495197	24537435	42239	+	211	upstream	211	ALDH5A1
chr6	24666973	24667092	120	*	X22427	55856	24667263	24705295	38033	+	170	upstream	170	ACOT13
chr6	24666973	24667092	120	*	X22427	51567	24650205	24667115	16911	-	0	inside	22	TDP2
chr6	24719936	24720085	150	*	X22428	81688	24705090	24719403	14314	-	532	upstream	532	C6orf62
chr6	24720146	24720280	135	*	X22429	81688	24705090	24719403	14314	-	742	upstream	742	C6orf62
chr6	24720335	24720574	240	*	X22430	81688	24705090	24719403	14314	-	931	upstream	931	C6orf62
chr6	25278638	25278662	25	*	X22433	55604	25279306	25620758	341453	+	643	upstream	643	CARMIL1
chr6	26021618	26021737	120	*	X22438	8359	26021907	26022278	372	+	169	upstream	169	H4C1
chr6	26021905	26022024	120	*	X22439	8359	26021907	26022278	372	+	0	overlapStart	0	H4C1
chr6	26034520	26034624	105	*	X22440	8335	26033320	26033796	477	-	723	upstream	723	H2AC4
chr6	26057238	26057412	175	*	X22441	3006	26055968	26056699	732	-	538	upstream	538	H1-2
chr6	26123549	26123623	75	*	X22443	8334	26124373	26124918	546	+	749	upstream	749	H2AC6
chr6	26285774	26285908	135	*	X22448	8365	26285354	26285727	374	-	46	upstream	46	H4C8
chr6	26287126	26287214	89	*	X22449	8365	26285354	26285727	374	-	1398	upstream	1398	H4C8
chr6	26383561	26383740	180	*	X22455	10385	26383324	26395100	11777	+	0	inside	236	BTN2A2
chr6	26458387	26458566	180	*	X22456	11120	26458153	26476849	18697	+	0	inside	233	BTN2A1
chr6	26521053	26521157	105	*	X22458	493812	26521934	26527612	5679	+	776	upstream	776	HCG11
chr6	26521308	26521442	135	*	X22459	493812	26521934	26527612	5679	+	491	upstream	491	HCG11
chr6	26538768	26538842	75	*	X22462	10473	26538572	26547164	8593	+	0	inside	195	HMGN4
chr6	26924416	26924595	180	*	X22470	100133205	26924772	26991753	66982	+	176	upstream	176	LINC00240
chr6	26924416	26924595	180	*	X22470	387036	26839266	26924333	85068	-	82	upstream	82	GUSBP2
chr6	27807917	27808006	90	*	X22493	8330	27805658	27806117	460	-	1799	upstream	1799	H2AC15
chr6	28092444	28092578	135	*	X22494	80345	28092387	28097856	5470	+	0	inside	56	ZSCAN16
chr6	28186681	28186830	150	*	X22496	222699	28183116	28186707	3592	-	0	overlapStart	0	TOB2P1
chr6	28192413	28192517	105	*	X22497	7746	28193029	28201264	8236	+	511	upstream	511	ZSCAN9
chr6	28193163	28193282	120	*	X22498	7746	28193029	28201264	8236	+	0	inside	133	ZSCAN9
chr6	28249193	28249297	105	*	X22499	84547	28249314	28270326	21013	+	16	upstream	16	PGBD1
chr6	28317758	28317862	105	*	X22502	80317	28317691	28336954	19264	+	0	inside	66	ZKSCAN3
chr6	33548056	33548114	59	*	X22742	578	33540323	33548070	7748	-	0	overlapStart	0	BAK1
chr6	33589017	33589241	225	*	X22743	3710	33589156	33664348	75193	+	0	overlapStart	0	ITPR3
chr6	33679195	33679299	105	*	X22748	84300	33664538	33679528	14991	-	0	inside	228	UQCC2
chr6	34203060	34203406	347	*	X22755	3159	34204577	34214008	9432	+	1170	upstream	1170	HMGA1
chr6	34204202	34204306	105	*	X22756	3159	34204577	34214008	9432	+	270	upstream	270	HMGA1
chr6	34216520	34216714	195	*	X22760	221491	34214157	34216904	2748	-	0	inside	189	SMIM29
chr6	34217015	34217149	135	*	X22761	221491	34214157	34216904	2748	-	110	upstream	110	SMIM29
chr6	34393550	34393624	75	*	X22764	100529239	34254973	34393902	138930	-	0	inside	277	RPS10-NUDT3
chr6	34393550	34393624	75	*	X22764	6204	34385231	34393902	8672	-	0	inside	277	RPS10
chr6	34664546	34664695	150	*	X22768	64771	34555066	34664625	109560	-	0	overlapStart	0	ILRUN
chr6	34665398	34665532	135	*	X22769	64771	34555066	34664625	109560	-	772	upstream	772	ILRUN
chr6	34857056	34857415	360	*	X22770	23294	34857038	35085320	228283	+	0	inside	17	ANKS1A
chr6	34857056	34857415	360	*	X22770	6882	34845555	34855848	10294	-	1207	upstream	1207	TAF11
chr6	35181586	35181705	120	*	X22772	222663	35182190	35218609	36420	+	484	upstream	484	SCUBE3
chr6	35181998	35182102	105	*	X22773	222663	35182190	35218609	36420	+	87	upstream	87	SCUBE3
chr6	35310282	35310416	135	*	X22777	5467	35310335	35395968	85634	+	0	overlapStart	0	PPARD
chr6	35310537	35310846	310	*	X22778	5467	35310335	35395968	85634	+	0	inside	201	PPARD
chr6	35419832	35419996	165	*	X22779	2178	35420138	35434881	14744	+	141	upstream	141	FANCE
chr6	35464716	35464985	270	*	X22783	7005	35441374	35464861	23488	-	0	overlapStart	0	TEAD3
chr6	35696103	35696192	90	*	X22786	2289	35541362	35696397	155036	-	0	inside	204	FKBP5
chr6	35696418	35696522	105	*	X22787	2289	35541362	35696397	155036	-	20	upstream	20	FKBP5
chr6	35744622	35744801	180	*	X22791	389383	35744392	35747329	2938	+	0	inside	229	CLPSL2
chr6	35772822	35772956	135	*	X22792	222662	35773071	35791852	18782	+	114	upstream	114	LHFPL5
chr6	35888869	35888943	75	*	X22794	6732	35800811	35888957	88147	-	0	inside	13	SRPK1
chr6	36164417	36164551	135	*	X22795	27154	36164550	36200567	36018	+	0	overlapStart	0	BRPF3
chr6	36164773	36165022	250	*	X22796	27154	36164550	36200567	36018	+	0	inside	222	BRPF3
chr6	36515227	36515346	120	*	X22800	11329	36461669	36515247	53579	-	0	overlapStart	0	STK38
chr6	36807349	36807678	330	*	X22806	57699	36708555	36807220	98666	-	128	upstream	128	CPNE5
chr6	36807799	36807948	150	*	X22807	57699	36708555	36807220	98666	-	578	upstream	578	CPNE5
chr6	36842929	36843018	90	*	X22808	51645	36822606	36842800	20195	-	128	upstream	128	PPIL1
chr6	36954264	36954383	120	*	X22811	23787	36935911	36954327	18417	-	0	overlapStart	0	MTCH1
chr6	37136808	37136912	105	*	X22815	5292	37137922	37143204	5283	+	1009	upstream	1009	PIM1
chr6	37137108	37137302	195	*	X22816	5292	37137922	37143204	5283	+	619	upstream	619	PIM1
chr6	37137823	37137902	80	*	X22817	5292	37137922	37143204	5283	+	19	upstream	19	PIM1
chr6	37225928	37226047	120	*	X22820	221468	37179954	37225931	45978	-	0	overlapStart	0	TMEM217
chr6	37226412	37226501	90	*	X22821	221468	37179954	37225931	45978	-	480	upstream	480	TMEM217
chr6	37321622	37321726	105	*	X22822	9025	37321748	37362514	40767	+	21	upstream	21	RNF8
chr6	37400270	37400335	66	*	X22824	23070	37400907	37449284	48378	+	571	upstream	571	CMTR1
chr6	37401105	37401314	210	*	X22825	23070	37400907	37449284	48378	+	0	inside	197	CMTR1
chr6	37467368	37467457	90	*	X22826	154467	37450697	37467700	17004	-	0	inside	242	CCDC167
chr6	37665623	37665757	135	*	X22828	266727	37600284	37665766	65483	-	0	inside	8	MDGA1
chr6	37665881	37665910	30	*	X22829	266727	37600284	37665766	65483	-	114	upstream	114	MDGA1
chr6	37666043	37666177	135	*	X22830	266727	37600284	37665766	65483	-	276	upstream	276	MDGA1
chr6	37666868	37666972	105	*	X22831	266727	37600284	37665766	65483	-	1101	upstream	1101	MDGA1
chr6	37667003	37667107	105	*	X22832	266727	37600284	37665766	65483	-	1236	upstream	1236	MDGA1
chr6	37787204	37787428	225	*	X22834	60685	37787307	38122399	335093	+	0	overlapStart	0	ZFAND3
chr6	37787541	37787645	105	*	X22835	60685	37787307	38122399	335093	+	0	inside	233	ZFAND3
chr6	39016434	39016538	105	*	X22837	2740	39016557	39055520	38964	+	18	upstream	18	GLP1R
chr6	39692868	39692987	120	*	X22839	221458	39302876	39693181	390306	-	0	inside	193	KIF6
chr6	39693248	39693382	135	*	X22840	221458	39302876	39693181	390306	-	66	upstream	66	KIF6
chr6	39902211	39902315	105	*	X22842	4337	39872034	39902290	30257	-	0	overlapStart	0	MOCS1
chr6	40555019	40555078	60	*	X22843	57497	40359373	40555126	195754	-	0	inside	47	LRFN2
chr6	40555285	40555389	105	*	X22844	57497	40359373	40555126	195754	-	158	upstream	158	LRFN2
chr6	40555540	40555599	60	*	X22845	57497	40359373	40555126	195754	-	413	upstream	413	LRFN2
chr6	41041429	41041563	135	*	X22847	221443	41034531	41040268	5738	-	1160	upstream	1160	OARD1
chr6	41513089	41513208	120	*	X22854	116113	41514164	41570122	55959	+	955	upstream	955	FOXP4
chr6	41513222	41513311	90	*	X22855	116113	41514164	41570122	55959	+	852	upstream	852	FOXP4
chr6	41604534	41604668	135	*	X22861	4188	41606195	41621982	15788	+	1526	upstream	1526	MDFI
chr6	41703922	41704068	147	*	X22868	7942	41651716	41703997	52282	-	0	overlapStart	0	TFEB
chr6	41747045	41747149	105	*	X22869	29964	41748500	41757634	9135	+	1350	upstream	1350	PRICKLE4
chr6	41747270	41747389	120	*	X22870	29964	41748500	41757634	9135	+	1110	upstream	1110	PRICKLE4
chr6	41747270	41747389	120	*	X22870	10817	41737914	41747630	9717	-	0	inside	240	FRS3
